USER,COURSE_ID,SCORE
435293,RP0105EN,6.0
435293,excourse04,6.0
435293,DX0106EN,6.0
435293,TA0106EN,6.0
435296,excourse10,2.0
435296,RP0103EN,2.0
435296,DB0101EN,2.0
435296,BD0123EN,2.0
435296,BD0135EN,2.0
435297,TA0106EN,6.0
435297,TMP0105EN,4.0
435297,BD0212EN,4.0
435297,BD0121EN,4.0
435297,GPXX0M6UEN,4.0
435298,excourse72,4.0
435298,BD0211EN,4.0
435298,GPXX097UEN,4.0
435298,BD0145EN,4.0
435298,excourse70,4.0
435299,TMP0105EN,6.0
435299,excourse72,6.0
435299,excourse73,6.0
435299,RP0105EN,6.0
435299,BD0212EN,6.0
435302,CB0201EN,2.0
435302,CB0101EN,2.0
435302,GPXX0QQ3EN,2.0
435302,GPXX0HZ2EN,0.0
435302,BD0115EN,0.0
435303,excourse72,4.0
435303,BD0211EN,4.0
435303,GPXX097UEN,4.0
435303,BD0145EN,4.0
435303,excourse70,4.0
435306,excourse73,8.0
435306,excourse31,8.0
435306,excourse05,8.0
435306,excourse03,8.0
435306,BD0212EN,8.0
435307,excourse72,4.0
435307,BD0211EN,4.0
435307,GPXX097UEN,4.0
435307,BD0145EN,4.0
435307,excourse70,4.0
435309,excourse73,6.0
435309,BD0212EN,6.0
435309,BD0211EN,6.0
435309,excourse72,6.0
435309,TMP0105EN,6.0
435310,excourse72,4.0
435310,BD0211EN,4.0
435310,GPXX097UEN,4.0
435310,BD0145EN,4.0
435310,excourse70,4.0
435311,excourse72,4.0
435311,BD0211EN,4.0
435311,GPXX097UEN,4.0
435311,BD0145EN,4.0
435311,excourse70,4.0
435312,excourse72,4.0
435312,BD0211EN,4.0
435312,GPXX097UEN,4.0
435312,BD0145EN,4.0
435312,excourse70,4.0
435313,excourse72,4.0
435313,BD0211EN,4.0
435313,GPXX097UEN,4.0
435313,BD0145EN,4.0
435313,excourse70,4.0
435315,excourse72,4.0
435315,BD0211EN,4.0
435315,GPXX097UEN,4.0
435315,BD0145EN,4.0
435315,excourse70,4.0
435317,excourse03,4.0
435317,BD0101EN,4.0
435317,TMP0105EN,4.0
435317,BD0212EN,4.0
435317,excourse42,4.0
435320,excourse03,12.0
435320,excourse31,12.0
435320,excourse05,12.0
435320,BD0212EN,12.0
435320,excourse10,12.0
435323,excourse72,4.0
435323,BD0211EN,4.0
435323,GPXX097UEN,4.0
435323,BD0145EN,4.0
435323,excourse70,4.0
435324,TMP0105EN,8.0
435324,excourse73,8.0
435324,RP0105EN,8.0
435324,GPXX0TY1EN,8.0
435324,BD0212EN,8.0
435325,excourse72,4.0
435325,BD0211EN,4.0
435325,GPXX097UEN,4.0
435325,BD0145EN,4.0
435325,excourse70,4.0
435326,excourse72,4.0
435326,BD0211EN,4.0
435326,GPXX097UEN,4.0
435326,BD0145EN,4.0
435326,excourse70,4.0
435328,excourse72,4.0
435328,BD0211EN,4.0
435328,GPXX097UEN,4.0
435328,BD0145EN,4.0
435328,excourse70,4.0
435329,GPXX0TY1EN,4.0
435329,WA0103EN,4.0
435329,excourse32,2.0
435329,excourse25,2.0
435329,SW0101EN,2.0
435332,DX0106EN,2.0
435332,excourse83,2.0
435332,RP0101EN,2.0
435332,ML0151EN,2.0
435332,DV0151EN,2.0
435333,TA0106EN,8.0
435333,ML0101EN,6.0
435333,PA0103EN,6.0
435333,GPXX01DCEN,6.0
435333,excourse21,6.0
435334,excourse73,22.0
435334,SC0103EN,22.0
435334,RP0105EN,22.0
435334,TMP0105EN,22.0
435334,excourse72,22.0
435335,ML0111EN,2.0
435335,ML0120EN,2.0
435335,GPXX0ZMZEN,2.0
435335,CB0201EN,2.0
435335,excourse40,2.0
435337,TA0106EN,4.0
435337,GPXX0IBEN,4.0
435337,BD0151EN,4.0
435337,PA0103EN,4.0
435337,GPXX0KHHEN,4.0
435338,excourse03,4.0
435338,BD0101EN,4.0
435338,TMP0105EN,4.0
435338,BD0212EN,4.0
435338,excourse42,4.0
435341,RP0105EN,6.0
435341,BD0212EN,4.0
435341,BD0121EN,4.0
435341,excourse70,4.0
435341,excourse03,4.0
435343,ML0111EN,2.0
435343,ML0101ENv3,2.0
435343,GPXX0ZMZEN,2.0
435343,CB0201EN,2.0
435343,excourse40,2.0
435349,TMP0105EN,6.0
435349,excourse72,6.0
435349,excourse73,6.0
435349,RP0105EN,6.0
435349,BD0212EN,6.0
435351,excourse72,4.0
435351,BD0211EN,4.0
435351,GPXX097UEN,4.0
435351,BD0145EN,4.0
435351,excourse70,4.0
435352,excourse72,4.0
435352,BD0211EN,4.0
435352,GPXX097UEN,4.0
435352,BD0145EN,4.0
435352,excourse70,4.0
435354,TMP0101EN,4.0
435354,GPXX0IBEN,4.0
435354,excourse40,4.0
435354,excourse54,4.0
435354,excourse35,4.0
435355,excourse03,4.0
435355,BD0101EN,4.0
435355,TMP0105EN,4.0
435355,BD0212EN,4.0
435355,excourse42,4.0
435357,excourse72,4.0
435357,BD0211EN,4.0
435357,GPXX097UEN,4.0
435357,BD0145EN,4.0
435357,excourse70,4.0
435359,excourse72,4.0
435359,BD0211EN,4.0
435359,GPXX097UEN,4.0
435359,BD0145EN,4.0
435359,excourse70,4.0
435361,excourse72,4.0
435361,BD0211EN,4.0
435361,GPXX097UEN,4.0
435361,BD0145EN,4.0
435361,excourse70,4.0
435363,excourse72,22.0
435363,TMP0105EN,22.0
435363,RP0105EN,22.0
435363,SC0103EN,22.0
435363,excourse73,22.0
435364,excourse73,8.0
435364,excourse31,8.0
435364,excourse05,8.0
435364,excourse03,8.0
435364,BD0212EN,8.0
435365,GPXX0TY1EN,4.0
435365,WA0101EN,4.0
435365,excourse32,2.0
435365,excourse25,2.0
435365,TMP0101EN,2.0
435366,excourse72,4.0
435366,BD0211EN,4.0
435366,GPXX097UEN,4.0
435366,BD0145EN,4.0
435366,excourse70,4.0
435371,excourse72,4.0
435371,BD0211EN,4.0
435371,GPXX097UEN,4.0
435371,BD0145EN,4.0
435371,excourse70,4.0
435372,excourse72,4.0
435372,BD0211EN,4.0
435372,GPXX097UEN,4.0
435372,BD0145EN,4.0
435372,excourse70,4.0
435377,BD0141EN,8.0
435377,BD0101EN,8.0
435377,TMP0105EN,8.0
435377,excourse05,8.0
435377,BD0145EN,8.0
435379,ML0111EN,2.0
435379,ML0101ENv3,2.0
435379,GPXX0ZMZEN,2.0
435379,CB0201EN,2.0
435379,excourse40,2.0
435380,excourse03,4.0
435380,BD0101EN,4.0
435380,TMP0105EN,4.0
435380,BD0212EN,4.0
435380,excourse42,4.0
435381,excourse10,2.0
435381,RP0103EN,2.0
435381,BD0123EN,2.0
435381,BD0135EN,2.0
435381,GPXX0T3CEN,2.0
435382,excourse73,18.0
435382,SC0103EN,18.0
435382,TMP0105EN,18.0
435382,BD0211EN,18.0
435382,excourse72,18.0
435383,excourse72,4.0
435383,BD0211EN,4.0
435383,GPXX097UEN,4.0
435383,BD0145EN,4.0
435383,excourse70,4.0
435384,TMP0105EN,6.0
435384,excourse72,6.0
435384,excourse73,6.0
435384,RP0105EN,6.0
435384,BD0212EN,6.0
435385,excourse73,8.0
435385,excourse31,8.0
435385,excourse05,8.0
435385,excourse03,8.0
435385,BD0212EN,8.0
435387,excourse72,4.0
435387,BD0211EN,4.0
435387,GPXX097UEN,4.0
435387,BD0145EN,4.0
435387,excourse70,4.0
435390,ML0151EN,4.0
435390,ML0122ENv1,2.0
435390,RP0103,2.0
435390,GPXX0BUBEN,2.0
435390,SW0201EN,2.0
435391,TMP0105EN,26.0
435391,RP0105EN,26.0
435391,excourse72,26.0
435391,excourse73,26.0
435391,excourse31,20.0
435393,BC0202EN,2.0
435393,BC0101EN,2.0
435393,BC0201EN,2.0
435393,excourse93,0.0
435393,GPXX0IHMEN,0.0
435394,excourse03,4.0
435394,BD0101EN,4.0
435394,TMP0105EN,4.0
435394,BD0212EN,4.0
435394,excourse42,4.0
435396,GPXX0IBEN,6.0
435396,GPXX0PG8EN,4.0
435396,GPXX0KHHEN,4.0
435396,GPXX01DCEN,4.0
435396,excourse40,4.0
435397,RP0105EN,47.0
435397,TMP0105EN,38.0
435397,BD0212EN,38.0
435397,excourse73,38.0
435397,BD0211EN,38.0
435398,excourse73,8.0
435398,excourse31,8.0
435398,excourse05,8.0
435398,excourse03,8.0
435398,BD0212EN,8.0
435400,SC0103EN,6.0
435400,TMP0105EN,6.0
435400,excourse72,6.0
435400,excourse73,6.0
435400,BD0211EN,6.0
435401,excourse72,4.0
435401,BD0211EN,4.0
435401,GPXX097UEN,4.0
435401,BD0145EN,4.0
435401,excourse70,4.0
435403,excourse72,57.0
435403,excourse73,57.0
435403,TA0106EN,42.0
435403,GPXX0M6UEN,39.0
435403,excourse71,39.0
435404,GPXX0TY1EN,4.0
435404,WA0103EN,4.0
435404,excourse32,2.0
435404,excourse25,2.0
435404,SW0101EN,2.0
435405,GPXX0TY1EN,4.0
435405,WA0103EN,4.0
435405,excourse32,2.0
435405,excourse25,2.0
435405,SW0101EN,2.0
435406,excourse72,4.0
435406,BD0101EN,4.0
435406,TMP0105EN,4.0
435406,excourse03,4.0
435406,BD0212EN,4.0
435407,GPXX0TY1EN,4.0
435407,WA0103EN,4.0
435407,excourse32,2.0
435407,excourse25,2.0
435407,SW0101EN,2.0
435408,excourse72,4.0
435408,BD0211EN,4.0
435408,GPXX097UEN,4.0
435408,BD0145EN,4.0
435408,excourse70,4.0
435409,TMP0105EN,6.0
435409,excourse72,6.0
435409,excourse73,6.0
435409,RP0105EN,6.0
435409,BD0212EN,6.0
435414,excourse31,6.0
435414,excourse72,6.0
435414,excourse73,6.0
435414,RP0105EN,6.0
435414,SC0103EN,6.0
435415,excourse72,4.0
435415,BD0211EN,4.0
435415,GPXX097UEN,4.0
435415,BD0145EN,4.0
435415,excourse70,4.0
435416,excourse72,4.0
435416,BD0211EN,4.0
435416,GPXX097UEN,4.0
435416,BD0145EN,4.0
435416,excourse70,4.0
435418,BC0202EN,2.0
435418,BC0101EN,2.0
435418,BC0201EN,2.0
435418,excourse93,0.0
435418,GPXX0IHMEN,0.0
435419,excourse72,4.0
435419,BD0211EN,4.0
435419,GPXX097UEN,4.0
435419,BD0145EN,4.0
435419,excourse70,4.0
435421,BD0141EN,8.0
435421,BD0101EN,8.0
435421,TMP0105EN,8.0
435421,excourse05,8.0
435421,BD0145EN,8.0
435422,BD0211EN,22.0
435422,excourse73,22.0
435422,TMP0105EN,22.0
435422,BD0212EN,22.0
435422,SC0103EN,22.0
435425,GPXX0TY1EN,4.0
435425,WA0103EN,4.0
435425,excourse32,2.0
435425,excourse25,2.0
435425,SW0101EN,2.0
435427,excourse72,4.0
435427,BD0211EN,4.0
435427,GPXX097UEN,4.0
435427,BD0145EN,4.0
435427,excourse70,4.0
435430,ML0111EN,2.0
435430,ML0101ENv3,2.0
435430,GPXX0ZMZEN,2.0
435430,CB0201EN,2.0
435430,excourse40,2.0
435431,BD0212EN,20.0
435431,RP0105EN,20.0
435431,SC0103EN,20.0
435431,TMP0105EN,20.0
435431,excourse72,20.0
435432,GPXX0TY1EN,8.0
435432,excourse40,4.0
435432,SW0101EN,4.0
435432,ST0301EN,4.0
435432,ST0201EN,4.0
435433,excourse09,2.0
435433,ST0201EN,2.0
435433,excourse32,2.0
435433,excourse33,2.0
435433,excourse34,2.0
435434,excourse09,2.0
435434,excourse39,2.0
435434,excourse32,2.0
435434,excourse33,2.0
435434,excourse34,2.0
435435,excourse10,2.0
435435,RP0103EN,2.0
435435,BD0123EN,2.0
435435,BD0135EN,2.0
435435,GPXX0T3CEN,2.0
435436,excourse73,8.0
435436,excourse31,8.0
435436,excourse05,8.0
435436,excourse03,8.0
435436,BD0212EN,8.0
435437,excourse03,4.0
435437,BD0101EN,4.0
435437,TMP0105EN,4.0
435437,BD0212EN,4.0
435437,excourse42,4.0
435438,excourse73,8.0
435438,excourse31,8.0
435438,excourse05,8.0
435438,excourse03,8.0
435438,BD0212EN,8.0
435439,TMP0105EN,6.0
435439,excourse72,6.0
435439,excourse73,6.0
435439,RP0105EN,6.0
435439,BD0212EN,6.0
435440,TMP0105EN,6.0
435440,excourse72,6.0
435440,excourse73,6.0
435440,RP0105EN,6.0
435440,BD0212EN,6.0
435441,GPXX0TY1EN,4.0
435441,WA0103EN,4.0
435441,excourse32,2.0
435441,excourse25,2.0
435441,SW0101EN,2.0
435442,TMP0105EN,6.0
435442,excourse72,6.0
435442,excourse73,6.0
435442,RP0105EN,6.0
435442,BD0212EN,6.0
435445,excourse72,4.0
435445,BD0211EN,4.0
435445,GPXX097UEN,4.0
435445,BD0145EN,4.0
435445,excourse70,4.0
435446,TMP0105EN,6.0
435446,excourse72,6.0
435446,excourse73,6.0
435446,RP0105EN,6.0
435446,BD0212EN,6.0
435448,excourse03,4.0
435448,BD0101EN,4.0
435448,TMP0105EN,4.0
435448,BD0212EN,4.0
435448,excourse42,4.0
435449,excourse72,4.0
435449,BD0211EN,4.0
435449,GPXX097UEN,4.0
435449,BD0145EN,4.0
435449,excourse70,4.0
435450,excourse72,4.0
435450,BD0211EN,4.0
435450,GPXX097UEN,4.0
435450,BD0145EN,4.0
435450,excourse70,4.0
435452,excourse03,4.0
435452,BD0101EN,4.0
435452,TMP0105EN,4.0
435452,BD0212EN,4.0
435452,excourse42,4.0
435453,excourse72,4.0
435453,BD0211EN,4.0
435453,GPXX097UEN,4.0
435453,BD0145EN,4.0
435453,excourse70,4.0
435454,excourse72,4.0
435454,BD0211EN,4.0
435454,GPXX097UEN,4.0
435454,BD0145EN,4.0
435454,excourse70,4.0
435455,ML0111EN,2.0
435455,ML0101ENv3,2.0
435455,GPXX0ZMZEN,2.0
435455,CB0201EN,2.0
435455,excourse40,2.0
435457,TMP0105EN,6.0
435457,excourse72,6.0
435457,excourse73,6.0
435457,RP0105EN,6.0
435457,BD0212EN,6.0
435458,TMP0105EN,6.0
435458,excourse72,6.0
435458,excourse73,6.0
435458,RP0105EN,6.0
435458,BD0212EN,6.0
435460,excourse72,4.0
435460,BD0211EN,4.0
435460,GPXX097UEN,4.0
435460,BD0145EN,4.0
435460,excourse70,4.0
435462,excourse09,2.0
435462,ST0201EN,2.0
435462,excourse32,2.0
435462,excourse33,2.0
435462,excourse34,2.0
435463,excourse72,4.0
435463,BD0211EN,4.0
435463,GPXX097UEN,4.0
435463,BD0145EN,4.0
435463,excourse70,4.0
435464,excourse72,20.0
435464,RP0105EN,20.0
435464,TMP0105EN,20.0
435464,SC0103EN,20.0
435464,excourse73,20.0
435465,excourse72,4.0
435465,BD0211EN,4.0
435465,GPXX097UEN,4.0
435465,BD0145EN,4.0
435465,excourse70,4.0
435467,excourse03,4.0
435467,BD0101EN,4.0
435467,TMP0105EN,4.0
435467,BD0212EN,4.0
435467,excourse42,4.0
435468,ML0111EN,2.0
435468,ML0120EN,2.0
435468,GPXX0ZMZEN,2.0
435468,CB0201EN,2.0
435468,excourse40,2.0
435471,excourse03,4.0
435471,BD0101EN,4.0
435471,TMP0105EN,4.0
435471,BD0212EN,4.0
435471,excourse42,4.0
435474,ML0111EN,4.0
435474,GPXX0WTIEN,4.0
435474,GPXX0UN5EN,4.0
435474,BD0221EN,4.0
435474,excourse40,4.0
435475,TA0106EN,4.0
435475,GPXX0IBEN,4.0
435475,BD0151EN,4.0
435475,PA0103EN,4.0
435475,GPXX0KHHEN,4.0
435476,excourse72,4.0
435476,BD0211EN,4.0
435476,GPXX097UEN,4.0
435476,BD0145EN,4.0
435476,excourse70,4.0
435478,excourse72,4.0
435478,BD0211EN,4.0
435478,GPXX097UEN,4.0
435478,BD0145EN,4.0
435478,excourse70,4.0
435479,excourse72,4.0
435479,BD0211EN,4.0
435479,GPXX097UEN,4.0
435479,BD0145EN,4.0
435479,excourse70,4.0
435482,excourse72,4.0
435482,BD0211EN,4.0
435482,GPXX097UEN,4.0
435482,BD0145EN,4.0
435482,excourse70,4.0
435485,excourse72,4.0
435485,BD0211EN,4.0
435485,GPXX097UEN,4.0
435485,BD0145EN,4.0
435485,excourse70,4.0
435486,ML0111EN,2.0
435486,ML0101ENv3,2.0
435486,GPXX0ZMZEN,2.0
435486,CB0201EN,2.0
435486,excourse40,2.0
435488,TMP0105EN,6.0
435488,excourse72,6.0
435488,excourse73,6.0
435488,RP0105EN,6.0
435488,BD0212EN,6.0
435489,excourse72,4.0
435489,BD0211EN,4.0
435489,GPXX097UEN,4.0
435489,BD0145EN,4.0
435489,excourse70,4.0
435490,TMP0105EN,20.0
435490,SC0103EN,20.0
435490,RP0105EN,20.0
435490,excourse72,20.0
435490,excourse73,20.0
435492,excourse73,10.0
435492,RP0105EN,10.0
435492,TMP0105EN,10.0
435492,BD0212EN,10.0
435492,excourse72,10.0
435494,excourse72,4.0
435494,BD0211EN,4.0
435494,GPXX097UEN,4.0
435494,BD0145EN,4.0
435494,excourse70,4.0
435498,ML0111EN,2.0
435498,ML0101ENv3,2.0
435498,GPXX0ZMZEN,2.0
435498,CB0201EN,2.0
435498,excourse40,2.0
435499,excourse72,4.0
435499,BD0211EN,4.0
435499,GPXX097UEN,4.0
435499,BD0145EN,4.0
435499,excourse70,4.0
435500,BC0202EN,2.0
435500,BC0101EN,2.0
435500,BC0201EN,2.0
435500,excourse93,0.0
435500,GPXX0IHMEN,0.0
435501,BC0202EN,2.0
435501,BC0101EN,2.0
435501,BC0201EN,2.0
435501,excourse93,0.0
435501,GPXX0IHMEN,0.0
435502,excourse72,4.0
435502,BD0211EN,4.0
435502,GPXX097UEN,4.0
435502,BD0145EN,4.0
435502,excourse70,4.0
435503,excourse03,4.0
435503,BD0101EN,4.0
435503,TMP0105EN,4.0
435503,BD0212EN,4.0
435503,excourse42,4.0
435507,excourse64,2.0
435507,ML0122ENv1,2.0
435507,BD0151EN,2.0
435507,DS0201EN,2.0
435507,RP0101EN,2.0
435508,excourse10,2.0
435508,RP0103EN,2.0
435508,DB0101EN,2.0
435508,BD0123EN,2.0
435508,BD0135EN,2.0
435509,excourse03,4.0
435509,BD0101EN,4.0
435509,TMP0105EN,4.0
435509,BD0212EN,4.0
435509,excourse42,4.0
435511,GPXX0TY1EN,4.0
435511,WA0103EN,4.0
435511,excourse32,2.0
435511,excourse25,2.0
435511,SW0101EN,2.0
435512,excourse72,14.0
435512,RP0105EN,14.0
435512,SC0103EN,14.0
435512,TMP0105EN,14.0
435512,BD0212EN,14.0
435514,BD0211EN,6.0
435514,BD0143EN,6.0
435514,excourse73,6.0
435514,excourse72,6.0
435514,excourse71,6.0
435516,excourse72,4.0
435516,BD0211EN,4.0
435516,GPXX097UEN,4.0
435516,BD0145EN,4.0
435516,excourse70,4.0
435517,excourse72,4.0
435517,BD0211EN,4.0
435517,GPXX097UEN,4.0
435517,BD0145EN,4.0
435517,excourse70,4.0
435518,excourse73,8.0
435518,excourse31,8.0
435518,excourse05,8.0
435518,excourse03,8.0
435518,BD0212EN,8.0
435520,excourse72,4.0
435520,BD0211EN,4.0
435520,GPXX097UEN,4.0
435520,BD0145EN,4.0
435520,excourse70,4.0
435522,SC0103EN,12.0
435522,RP0105EN,12.0
435522,excourse73,12.0
435522,BD0212EN,12.0
435522,excourse72,12.0
435524,excourse03,4.0
435524,BD0101EN,4.0
435524,excourse05,4.0
435524,BD0212EN,4.0
435524,excourse10,4.0
435525,excourse72,4.0
435525,BD0211EN,4.0
435525,GPXX097UEN,4.0
435525,BD0145EN,4.0
435525,excourse70,4.0
435526,excourse03,4.0
435526,BD0101EN,4.0
435526,TMP0105EN,4.0
435526,BD0212EN,4.0
435526,excourse42,4.0
435528,excourse73,8.0
435528,excourse31,8.0
435528,excourse05,8.0
435528,excourse03,8.0
435528,BD0212EN,8.0
435530,excourse72,4.0
435530,BD0211EN,4.0
435530,GPXX097UEN,4.0
435530,BD0145EN,4.0
435530,excourse70,4.0
435531,excourse72,4.0
435531,BD0211EN,4.0
435531,GPXX097UEN,4.0
435531,BD0145EN,4.0
435531,excourse70,4.0
435533,excourse72,4.0
435533,BD0211EN,4.0
435533,GPXX097UEN,4.0
435533,BD0145EN,4.0
435533,excourse70,4.0
435534,GPXX0TY1EN,4.0
435534,WA0103EN,4.0
435534,excourse32,2.0
435534,excourse25,2.0
435534,SW0101EN,2.0
435535,excourse72,4.0
435535,BD0211EN,4.0
435535,GPXX097UEN,4.0
435535,BD0145EN,4.0
435535,excourse70,4.0
435536,TMP0105EN,6.0
435536,excourse72,6.0
435536,excourse73,6.0
435536,RP0105EN,6.0
435536,BD0212EN,6.0
435537,excourse73,8.0
435537,excourse31,8.0
435537,excourse05,8.0
435537,excourse03,8.0
435537,BD0212EN,8.0
435540,TMP0105EN,6.0
435540,BD0212EN,6.0
435540,excourse72,6.0
435540,BD0211EN,6.0
435540,SC0103EN,6.0
435542,excourse72,4.0
435542,BD0101EN,4.0
435542,TMP0105EN,4.0
435542,excourse03,4.0
435542,BD0212EN,4.0
435543,excourse31,6.0
435543,excourse05,4.0
435543,excourse70,4.0
435543,TMP0105EN,4.0
435543,BD0212EN,4.0
435544,excourse72,4.0
435544,BD0211EN,4.0
435544,GPXX097UEN,4.0
435544,BD0145EN,4.0
435544,excourse70,4.0
435545,excourse73,22.0
435545,TMP0105EN,22.0
435545,RP0105EN,22.0
435545,BD0212EN,22.0
435545,excourse72,22.0
435546,excourse72,4.0
435546,BD0211EN,4.0
435546,GPXX097UEN,4.0
435546,BD0145EN,4.0
435546,excourse70,4.0
435547,BD0115EN,8.0
435547,excourse05,8.0
435547,excourse72,8.0
435547,excourse71,8.0
435547,excourse70,8.0
435549,TMP0105EN,10.0
435549,RP0105EN,10.0
435549,excourse73,10.0
435549,excourse72,10.0
435549,BD0212EN,10.0
435552,excourse72,4.0
435552,BD0211EN,4.0
435552,GPXX097UEN,4.0
435552,BD0145EN,4.0
435552,excourse70,4.0
435554,ML0122EN,6.0
435554,excourse22,6.0
435554,excourse21,6.0
435554,GPXX0D14EN,4.0
435554,GPXX0ZMZEN,4.0
435555,RP0105EN,6.0
435555,BD0212EN,4.0
435555,BD0121EN,4.0
435555,excourse70,4.0
435555,excourse03,4.0
435556,excourse72,4.0
435556,BD0211EN,4.0
435556,GPXX097UEN,4.0
435556,BD0145EN,4.0
435556,excourse70,4.0
435560,ML0111EN,2.0
435560,ML0101ENv3,2.0
435560,GPXX0ZMZEN,2.0
435560,CB0201EN,2.0
435560,excourse40,2.0
435563,GPXX0TY1EN,10.0
435563,excourse31,8.0
435563,BD0212EN,8.0
435563,RP0105EN,8.0
435563,TMP0105EN,8.0
435564,excourse72,4.0
435564,BD0211EN,4.0
435564,GPXX097UEN,4.0
435564,BD0145EN,4.0
435564,excourse70,4.0
435565,excourse72,4.0
435565,BD0211EN,4.0
435565,GPXX097UEN,4.0
435565,BD0145EN,4.0
435565,excourse70,4.0
435567,SC0103EN,10.0
435567,TMP0105EN,10.0
435567,RP0105EN,10.0
435567,excourse72,10.0
435567,excourse73,10.0
435568,excourse72,4.0
435568,BD0211EN,4.0
435568,GPXX097UEN,4.0
435568,BD0145EN,4.0
435568,excourse70,4.0
435571,excourse03,6.0
435571,excourse06,6.0
435571,excourse72,6.0
435571,excourse71,6.0
435571,excourse70,6.0
435573,ML0122ENv1,4.0
435573,GPXX0IBEN,4.0
435573,excourse21,4.0
435573,GPXX0ZMZEN,4.0
435573,excourse22,4.0
435575,excourse72,4.0
435575,BD0211EN,4.0
435575,GPXX097UEN,4.0
435575,BD0145EN,4.0
435575,excourse70,4.0
435576,excourse72,4.0
435576,BD0211EN,4.0
435576,GPXX097UEN,4.0
435576,BD0145EN,4.0
435576,excourse70,4.0
435577,ML0122EN,6.0
435577,excourse22,6.0
435577,excourse21,6.0
435577,GPXX0D14EN,4.0
435577,GPXX0ZMZEN,4.0
435578,RP0105EN,8.0
435578,excourse22,6.0
435578,TMP0105EN,6.0
435578,excourse72,6.0
435578,excourse21,6.0
435580,excourse72,4.0
435580,BD0211EN,4.0
435580,GPXX097UEN,4.0
435580,BD0145EN,4.0
435580,excourse70,4.0
435584,excourse72,4.0
435584,BD0211EN,4.0
435584,GPXX097UEN,4.0
435584,BD0145EN,4.0
435584,excourse70,4.0
435586,excourse72,4.0
435586,BD0211EN,4.0
435586,GPXX097UEN,4.0
435586,BD0145EN,4.0
435586,excourse70,4.0
435589,RP0105EN,20.0
435589,SC0103EN,18.0
435589,TMP0105EN,18.0
435589,BD0212EN,18.0
435589,excourse72,18.0
435590,excourse72,4.0
435590,BD0211EN,4.0
435590,GPXX097UEN,4.0
435590,BD0145EN,4.0
435590,excourse70,4.0
435593,excourse03,4.0
435593,BD0101EN,4.0
435593,TMP0105EN,4.0
435593,BD0212EN,4.0
435593,excourse42,4.0
435594,ML0122EN,6.0
435594,excourse22,6.0
435594,excourse21,6.0
435594,GPXX0D14EN,4.0
435594,GPXX0ZMZEN,4.0
435595,excourse73,8.0
435595,excourse31,8.0
435595,excourse05,8.0
435595,excourse03,8.0
435595,BD0212EN,8.0
435596,excourse72,24.0
435596,BD0212EN,24.0
435596,RP0105EN,24.0
435596,SC0103EN,24.0
435596,excourse73,24.0
435597,excourse72,4.0
435597,BD0211EN,4.0
435597,GPXX097UEN,4.0
435597,BD0145EN,4.0
435597,excourse70,4.0
435598,excourse73,8.0
435598,excourse31,8.0
435598,excourse05,8.0
435598,excourse03,8.0
435598,BD0212EN,8.0
435599,excourse72,4.0
435599,BD0211EN,4.0
435599,GPXX097UEN,4.0
435599,BD0145EN,4.0
435599,excourse70,4.0
435600,excourse72,4.0
435600,BD0211EN,4.0
435600,GPXX097UEN,4.0
435600,BD0145EN,4.0
435600,excourse70,4.0
435602,excourse03,4.0
435602,BD0101EN,4.0
435602,TMP0105EN,4.0
435602,BD0212EN,4.0
435602,excourse42,4.0
435603,excourse22,6.0
435603,ML0122EN,6.0
435603,TA0106EN,6.0
435603,excourse21,6.0
435603,TMP107,4.0
435605,excourse72,4.0
435605,BD0211EN,4.0
435605,GPXX097UEN,4.0
435605,BD0145EN,4.0
435605,excourse70,4.0
435609,excourse72,4.0
435609,BD0211EN,4.0
435609,GPXX097UEN,4.0
435609,BD0145EN,4.0
435609,excourse70,4.0
435610,ML0122EN,6.0
435610,excourse22,6.0
435610,excourse21,6.0
435610,GPXX0D14EN,4.0
435610,GPXX0ZMZEN,4.0
435611,excourse72,4.0
435611,BD0211EN,4.0
435611,GPXX097UEN,4.0
435611,BD0145EN,4.0
435611,excourse70,4.0
435613,TA0106EN,12.0
435613,excourse04,12.0
435613,excourse06,12.0
435613,DS0201EN,12.0
435613,GPXX04P5EN,9.0
435616,excourse72,4.0
435616,BD0211EN,4.0
435616,GPXX097UEN,4.0
435616,BD0145EN,4.0
435616,excourse70,4.0
435617,excourse22,6.0
435617,ML0122EN,6.0
435617,excourse21,6.0
435617,DX0106EN,4.0
435617,RP0101EN,4.0
435618,excourse72,4.0
435618,BD0211EN,4.0
435618,GPXX097UEN,4.0
435618,BD0145EN,4.0
435618,excourse70,4.0
435621,excourse72,4.0
435621,BD0211EN,4.0
435621,GPXX097UEN,4.0
435621,BD0145EN,4.0
435621,excourse70,4.0
435622,excourse03,4.0
435622,BD0101EN,4.0
435622,TMP0105EN,4.0
435622,BD0212EN,4.0
435622,excourse42,4.0
435625,excourse72,4.0
435625,BD0211EN,4.0
435625,GPXX097UEN,4.0
435625,BD0145EN,4.0
435625,excourse70,4.0
435626,excourse73,8.0
435626,excourse31,8.0
435626,excourse05,8.0
435626,excourse03,8.0
435626,BD0212EN,8.0
435627,GPXX0G31EN,4.0
435627,BD0137EN,4.0
435627,BD0135EN,4.0
435627,DE0205EN,4.0
435627,excourse93,2.0
435630,excourse72,4.0
435630,BD0211EN,4.0
435630,GPXX097UEN,4.0
435630,BD0145EN,4.0
435630,excourse70,4.0
435631,DA0151EN,4.0
